wav_filename,wav_filesize,transcript
common_voice_de_19844486.wav,154412,das gebiet unterstand im mittelalter der oberhoheit der herren von montfaucon
common_voice_de_19845330.wav,174380,als zehnjähriger besuchte er das knabenseminar seiner heimatdiözese
common_voice_de_19845343.wav,217388,eine andere überlieferung berichtet sie sei im amphitheater von einem stier zerrissen worden
common_voice_de_19845367.wav,168236,die verbindung mit dem stadtzentrum gewährleistete die barmer bergbahn
common_voice_de_19845340.wav,136748,die erklärung beginnt mit einer eindeutigen positionsbestimmung
common_voice_de_19845396.wav,249644,schallplatten die hier aufgenommen wurden tragen vielfach den vermerk studio lukaskirche für den aufnahmeort
common_voice_de_19845423.wav,135980,später war er auch leiter des instituts
common_voice_de_19845443.wav,231980,der nutzen klinischer pfade konnte in mehreren systematischen übersichtsarbeiten gezeigt werden
common_voice_de_19845449.wav,218924,in den darauf folgenden jahren arbeitete er als konzertmeister beim kirgisischen staatstheater
common_voice_de_19845460.wav,125996,jetzt konnte der eigentliche wiederaufbau beginnen
common_voice_de_19845462.wav,207404,keine andere institution in amerika besaß zu dieser zeit eine bibliothek von diesem wert
common_voice_de_19845492.wav,242732,seither entwickelte sich das blatt zum hort für außergewöhnliche talente
common_voice_de_19846077.wav,227372,seine ersten jahre spielte er in der damals noch inoffiziellen juniorenmannschaft der panzer saints
common_voice_de_19845956.wav,94508,er war außerdem stellv
common_voice_de_19845493.wav,165164,dabei setzen sie den greifschwanz als fünfte gliedmaße ein
common_voice_de_19846159.wav,158252,alle werke beschäftigen sich mit peking in verschiedenen zeitaltern
common_voice_de_19846089.wav,255788,weiter wurden batterien für panzerfahrzeuge funk und radargeräte sowie für kampfflugzeuge hergestellt
common_voice_de_19846221.wav,156716,die größte touristenattraktion ist das seebad puerto vallarta
common_voice_de_19846185.wav,106028,die fassade ist nicht gegliedert
common_voice_de_19863251.wav,150572,darüber hinaus war er der begründer der kasseler gemäldegalerie
common_voice_de_19864099.wav,175916,der fluss ist schiffbar durch schleusen und kann mit narrowboats befahren werden
common_voice_de_19864232.wav,155180,ein zick zack fries unterhalb der dachtraufe schmückt die fassade
common_voice_de_19864065.wav,203564,nach dem abitur studierte er an der renommierten gnessin musikakademie in moskau
common_voice_de_19864276.wav,122924,die villa barrow house dient heute als hotel
common_voice_de_19864290.wav,307244,der sohn eines musikers wurde von josef labor josef sulzer und karl gille ausgebildet
common_voice_de_19864309.wav,126764,über ihnen befinden sich kleine rundfenster
common_voice_de_19864548.wav,143660,die hauptrolle spielt joan crawford
common_voice_de_19870234.wav,170540,ebenso hat die stadt eine sehr hohe armutsrate
common_voice_de_19865492.wav,208940,infanteriedivision auf den irak von der türkei aus vor
common_voice_de_19868607.wav,215084,als rätselhaft wird die nur ostseitig vorhandene stadtmauer bezeichnet
common_voice_de_19871556.wav,242732,ein nachteil dieses prinzips ist dass die firewallsoftware selbst angegriffen werden kann
common_voice_de_19872388.wav,189740,insbesondere friedrich schenker prägte den klang des orchesters nachhaltig
common_voice_de_19872156.wav,162092,in petershagen ist eine straße nach ihm benannt
common_voice_de_19871533.wav,238892,die mexikanische politik beschränkte sich somit auf einflussnahme in multilateralen organisationen
common_voice_de_19872546.wav,101420,bestattet ist er in kaunas
common_voice_de_19872464.wav,126764,allerdings sind dadurch neue sockel nötig
common_voice_de_19872563.wav,106028,dort schlug er sich mit hilfsarbeiten durch
common_voice_de_19872686.wav,160556,dieser diskurs wird unter dem dach public health genomics geführt
common_voice_de_19872827.wav,169772,mit gepulsten strömen kann auch elektrochemisch abgetragen werden
common_voice_de_19872611.wav,224300,es werden seitlich abgeflachte steinfrüchte gebildet auf denen noch kelch und diskus vorhanden sind
common_voice_de_19872708.wav,135212,das waren die ersten preiswerten low wattage amps
common_voice_de_19872828.wav,181292,zwei studio und zwei livealben sowie ausverkaufte tourneen folgten
common_voice_de_19872897.wav,159788,heinsius war jedoch nicht unerfahren im umgang mit dieser situation
common_voice_de_19872921.wav,156716,udon thani ist sitz des römisch katholischen bistums udon thani
common_voice_de_19872918.wav,162860,an der nord und westseite verläuft die trasse der müglitztalbahn
common_voice_de_19872995.wav,228140,eine besondere aufmerksamkeit richtet das museum darauf einen online katalog aller werke zu erstellen
common_voice_de_19873028.wav,165164,das design verzichtete auf die sportlichen anklänge der ersten generation
common_voice_de_19873094.wav,176684,in der zeit des nationalsozialismus wurden geigenbauers bilder uneinheitlich beurteilt
common_voice_de_19873130.wav,109868,ihre herbstfärbung reicht von gelb bis rot
common_voice_de_19873143.wav,114476,außerdem war er bürgermeister in seiner wahlheimat
common_voice_de_19873106.wav,215852,die chiralität wird normalerweise durch die wahl von chiralen liganden festgelegt
common_voice_de_19873202.wav,215084,wo es keine örtlichen gipsvorkommen gibt diente gebrannter und gelöschter kalk als entsprechendes bindemittel
common_voice_de_19873203.wav,228140,außer der energieerzeugung sind wichtige erwerbszweige die landwirtschaft die lebensmittelverarbeitung und die fischzucht
common_voice_de_19873212.wav,103724,alle männer jüdischen glaubens wurden verhaftet
common_voice_de_19873223.wav,168236,gemeinsam sichten diskutieren und bewerten sie die zum festival eingereichten programme
common_voice_de_19873846.wav,183596,ferdinandea zu graz im akademischen bund der köl
common_voice_de_19873850.wav,161324,menschen waren und post wurden auf ihm transportiert
common_voice_de_19876308.wav,165164,mit dieser formation nahm er am feldzug gegen die niederlande teil
common_voice_de_19873896.wav,184364,über die geschehnisse danach gibt es verschiedene gerüchte
common_voice_de_19876616.wav,121388,seine aufgabe war es die dortige sammlung zu katalogisieren
common_voice_de_19876871.wav,193580,minute passte bonhof nach vorarbeit in die mitte zu gerd müller
common_voice_de_19876311.wav,196652,zuvor wurde es von italienern bewohnt und daher auch italian harlem genannt
common_voice_de_19876318.wav,152108,seine tochter war die schriftstellerin luise von plönnies
common_voice_de_19876939.wav,142892,der bestehende terminal heißt neu south terminal
common_voice_de_19876926.wav,154412,man bestimmt diese vom stimulus zwei
common_voice_de_19878533.wav,119852,die politischen kopfe deutschlands
common_voice_de_19876903.wav,83756,platz hinzu
common_voice_de_19878553.wav,227372,bei regelmäßigem verzehr von schweinefleisch ersetze gewebe des schweins allmählich menschliches körpergewebe
common_voice_de_19887518.wav,161324,er liegt an der südküste der insel innerhalb der lagune
common_voice_de_19893419.wav,184364,schützenkorps über und nahmen die stadt velika plana
common_voice_de_19893348.wav,180524,von hansen wurde lediglich gestattet proben anzufertigen
common_voice_de_19893415.wav,221228,andrew stanton ist mitarbeiter der pixar animation studios
common_voice_de_19913932.wav,163628,beides kann natürlich zu fehlerhaften interpretationen führen
common_voice_de_19906058.wav,148268,man speiste trank und feierte zusammen
common_voice_de_19915058.wav,172844,er gilt als der einflussreichste musiker seines instruments in den niederlanden
common_voice_de_19915472.wav,107564,der flügelrand ist dunkelbraun
common_voice_de_19918609.wav,175148,earl of aberdeen bereiste er süddeutschland
common_voice_de_19918617.wav,153644,blütezeit ist von juni bis september
common_voice_de_19918638.wav,175916,in betracht kommt aber auch die sogenannte buchholz buchholz zahl
common_voice_de_19918653.wav,156716,moses montefiore war das erste kind des paares
common_voice_de_19919336.wav,190508,eine entsprechende änderung des palliums der metropoliten war im gespräch
common_voice_de_19918656.wav,122156,er ist licht und wärmeliebend
common_voice_de_19919354.wav,204332,er unterrichtete in berlin cottbus rostock hamburg und aachen
common_voice_de_19919286.wav,205868,an ihnen sind die einzelnen bauphasen von ost nach west ablesbar
common_voice_de_19919369.wav,176684,es war die geburtsstunde einer kleinen stadt die rasch an bedeutung gewann
common_voice_de_19919363.wav,102956,liga interregional
common_voice_de_19919375.wav,162092,die gefahr des ausbruchs von seuchen ist während dieser zeit hoch
common_voice_de_19923138.wav,215084,jeder hatte einen stock in der hand und ahndete jeden regelverstoß mit schlägen
common_voice_de_19923161.wav,159788,nach norden schließen sich an das hauptgebäude mehrere wirtschaftsgebäude an
common_voice_de_19923144.wav,225836,das initiativrecht für gesetzentwürfe haben die regierung oder mindestens zehn abgeordnete
common_voice_de_19923123.wav,174380,die stadt blieb immer sehr klein was aber von strategischer bedeutung
common_voice_de_19923175.wav,135980,seine arbeit wurde parteiübergreifend geschätzt
common_voice_de_19923178.wav,185132,der etruskische text ist keine genaue übersetzung des punischen textes
common_voice_de_19923167.wav,90668,spielzeit der national hockey league
common_voice_de_19923181.wav,145964,also dachte er sich eine sprechende katze aus
common_voice_de_19923378.wav,227372,beide hatten großen einfluss während des amerikanischen unabhängigkeitskrieges als britische loyalisten
common_voice_de_19923372.wav,112940,person singular markiert
common_voice_de_19923358.wav,218924,seit mehreren jahren ist janko ein unterstützer der salzburger kinderkrebshilfe
common_voice_de_19923460.wav,132908,amtsleiter ist alfred wiesinger
common_voice_de_19923367.wav,176684,bevorzugt werden baumhöhlen in abgestorbenen bäumen bezogen
common_voice_de_19923383.wav,228140,die expedition begleitet anson hawke der als einziger mensch durch ein schwarzes loch flog
common_voice_de_19923463.wav,188972,die wirtschaft der kleinen gemeinde ist stark landwirtschaftlich geprägt
common_voice_de_19923466.wav,208940,dort wurde zunächst die verbindung nach london später auch die nach münchen aufgegeben
common_voice_de_19923469.wav,228140,später wurde er leiter des pathologischen instituts am städtischen krankenhaus am friedrichshain
common_voice_de_19923472.wav,169772,elia wendet zunächst alle mittel an um sie loszuwerden
common_voice_de_19924921.wav,112172,sie war teil der lissabon strategie
common_voice_de_19925328.wav,210476,in einer regierungserklärung anfang juli hatte er genau dies explizit abgelehnt
common_voice_de_19925325.wav,149036,die ohren sind zeichnerisch knapper ausgeführt
common_voice_de_19925319.wav,184364,insgesamt kam sie zehnmal auf das podest immer im slalom
common_voice_de_19925609.wav,209708,hier am eingang sollen sich auch zwei gigantische säulen befunden haben
common_voice_de_19925335.wav,184364,merckle ist der zweitälteste sohn von ruth und adolf merckle
common_voice_de_19926024.wav,227372,im gleichen jahr wurde er ehrenmitglied des royal college of surgeons
common_voice_de_19926041.wav,274220,lewis boss ist bekannt durch seine katalogisierung von positionen und eigenbewegungen von sternen
common_voice_de_19925871.wav,234284,in der nähe der stadt befinden sich steinbrüche in denen hochwertiger granit abgebaut wird
common_voice_de_19926045.wav,191276,sie spürte wie die lehrerin an ihren grundwerten zu rütteln versuchte
common_voice_de_19926060.wav,193580,der wechsel in das saarland hatte auch mit der beruflichen perspektive zu tun
common_voice_de_19926070.wav,209708,sein jüngerer bruder mathias war ebenfalls professioneller eishockeyspieler
common_voice_de_19926073.wav,226604,die franziskaner widmeten sich in dieser zeit vor allem der seelsorge und der wissenschaft
common_voice_de_19926077.wav,105260,lig zugewiesen
common_voice_de_19926081.wav,138284,die bahnhofshalle wurde zum wartesaal
common_voice_de_19926864.wav,137516,der see gehört zum gemeindegebiet jabel
common_voice_de_19926912.wav,122924,die hamel durchfließt den ort
common_voice_de_19926915.wav,174380,dieser ausdruck wird auch im moselfränkischen dialekt verwendet
common_voice_de_19927890.wav,223532,wes craven plant einen neuen krueger film wieder mit robert englund
common_voice_de_19926921.wav,167468,jubiläum der von robert moog gegründeten firma
common_voice_de_19926918.wav,181292,zwei weitere kinder gingen aus nichtehelichen verbindungen hervor
common_voice_de_19927893.wav,231980,beide fanden eine anstellung im new yorker brill building einem mekka der pop musikindustrie
common_voice_de_19927899.wav,189740,klasse einen konfessionell kooperativen religionsunterricht an
common_voice_de_19927903.wav,222764,es handelt vom erwachsenwerden was auch als roter faden in den songtexten vorkommt
common_voice_de_19927926.wav,266540,geprägt wurde er außerdem von der country musik der pop musik sowie traditioneller mexikanischer musik
common_voice_de_19927932.wav,107564,haie sind eher selten
common_voice_de_19927908.wav,202028,die daten stammen aus veröffentlichungen der stadt grevenbroich und sind aufgrund evtl
common_voice_de_19927935.wav,207404,anschließend diente er in der russischen ostseeflotte als offizier auf verschiedenen schiffen
common_voice_de_19927938.wav,228908,die französischen maler gebrauchten den farbholzschnitt und brachten damit farbe ins buch
common_voice_de_19927968.wav,229676,einige von ihnen wurden ins ausland verkauft ein großteil jedoch wurde gezielt vernichtet
common_voice_de_19927976.wav,144428,das klima in bilaspur ist tropisch
common_voice_de_19927941.wav,225836,da man hier nach der natur arbeitet sind die hilfen des akademischen unterrichts überflüssig
common_voice_de_19927950.wav,245036,ein weiter bekannter enkel war der rechtsanwalt gustav eduard nolte
common_voice_de_19927980.wav,256556,nach sankt petersburg zurückgekehrt machte er sich an die bearbeitung seines gesammelten beethoven materials
common_voice_de_19927971.wav,182060,seither ereignen sich an diesem tag stets katastrophen
common_voice_de_19928034.wav,195116,in little rock überquert sie mit der main street bridge den arkansas river
common_voice_de_19927998.wav,167468,der schwanz ist etwas länger als der rumpf und endet abgerundet
common_voice_de_19928037.wav,150572,diesen titel trug er als erster in der stadtgeschichte
common_voice_de_19928040.wav,159020,angeblich waren die aufrührer bestochen worden
common_voice_de_19928043.wav,277292,seit dieser zeit war ziegler der bekannteste und meistgelesene zeitgenössische schwule schriftsteller deutscher sprache
common_voice_de_19928046.wav,231980,am rande des ortsteils berge knapp liegt der neue kommunalfriedhof der stadt gevelsberg
common_voice_de_19928123.wav,134444,er war auch herausgeber der annalen der physik
common_voice_de_19928133.wav,258860,er gehörte darüber hinaus auch seit seiner berufung dem fachbereich gesellschaftswissenschaften an
common_voice_de_19928138.wav,196652,nach dem ausstieg von martin wolfer trennte sich die gruppe endgültig
common_voice_de_19928129.wav,251180,tätigkeitsschwerpunkt war vorerst die herstellung von abenteuer und outdoor sport filmen
common_voice_de_19928568.wav,228140,mit hilfe von plug ins sind auch funktionen zur verwaltung von sitzungen und projekten verwirklicht
common_voice_de_19928550.wav,108332,die art ist sehr friedlich
common_voice_de_19928141.wav,184364,die verhandlungen zwischen dem wiener hof und der kurie zogen sich jahrelang hin
common_voice_de_19928565.wav,218924,jack hält noch eine rede dass freundschaft wichtiger als erfolg sei
common_voice_de_19928577.wav,291884,letzteres erfolgreich da er nach der einnahme venedigs mit dem militär verdienstorden ausgezeichnet wurde
common_voice_de_19928574.wav,141356,sie hat die dimension einer zeit
common_voice_de_19928571.wav,228908,stil der schon im juniorenalter große internationale erfolge erzielte
common_voice_de_19928583.wav,154412,benannt ist es nach benjamin franklin
common_voice_de_19928586.wav,190508,ein drittes mal sollte der anschlag unter keinen umständen verschoben werden
common_voice_de_19928591.wav,269612,die ortschaft thießen am südwestrand des flämings liegt im tal der rossel
common_voice_de_19928609.wav,137516,die aufgabenwahrnehmung blieb unverändert
common_voice_de_19928594.wav,187436,nach dem zweiten weltkrieg kam er als volksdeutscher aus rumänien nach deutschland
common_voice_de_19928663.wav,185132,ihre jugend verbrachte sie in berlin und erlebte hier die goldenen zwanziger
common_voice_de_19928669.wav,112940,seit einer schifffahrt galt er als verschollen
common_voice_de_19928666.wav,182828,was im binnenmarkt verkauft werden kann steht für den export nicht zur verfügung
common_voice_de_19928675.wav,155948,die stadt beherbergt über die hälfte der kreisbevölkerung
common_voice_de_19928672.wav,102188,anita tack hat zwei kinder
common_voice_de_19928684.wav,169772,er verwendet als sendeantenne eine t antenne
common_voice_de_19928687.wav,146732,allerdings wollte er damit auch ein fanal setzen
common_voice_de_19928676.wav,122156,später betätigte er sich als journalist
common_voice_de_19928690.wav,248876,anschließend kämpfte er im ersten sikh krieg und zweiten sikh krieg
common_voice_de_19928699.wav,174380,das ergebnis förderte auf jahre den tuchhandel der hansischen städte
common_voice_de_19928696.wav,226604,er ist auch über eigentliche sportübertragungen hinaus als radio und fernsehmoderator tätig
common_voice_de_19928693.wav,162092,platz in den italienischen singlecharts
common_voice_de_19928705.wav,214316,die früher ortsansässige glockengiesserei eschmann lieferte kirchenglocken in die ganze welt
common_voice_de_19928702.wav,248108,der hindu gott shiva tanzt die schöpfung spielerisch und entfaltet darin sein göttliches wesen
common_voice_de_19928711.wav,182060,während des ersten weltkrieges leistete er arbeit für das rote kreuz
common_voice_de_19928708.wav,159020,er bringt erfahrung im europäischen ausland mit nach gießen
common_voice_de_19928714.wav,231980,danach wurde der startkomplex für einen möglichen start im rahmen des skylab programms bereitgehalten
common_voice_de_19928723.wav,218924,sie führt sämtliche medaillengewinner in wettbewerben im rudern bei olympischen sommerspielen auf
common_voice_de_19928717.wav,153644,der antrieb erfolgt über eine kurbel oder einen elektromotor
common_voice_de_19928726.wav,236588,in früheren jahrzehnten starben migranten in texas vorwiegend durch ertrinken im rio grande
common_voice_de_19928733.wav,152876,beim aufstieg gab es weitere verluste durch britischen beschuss
common_voice_de_19928738.wav,198956,der chardonnay gedeiht noch hervorragend auf den höher gelegenen parzellen
common_voice_de_19928732.wav,218156,die staatsanwaltschaft lehnte es ab ein ermittlungsverfahren gegen ziercke einzuleiten
common_voice_de_19928720.wav,166700,schwan und adler wurden zu den entsprechenden sternbildern
common_voice_de_19928745.wav,269612,so schrieb john stuart mill über die emergenz neuer eigenschaften in chemischen reaktionen
common_voice_de_19928739.wav,219692,mit der akademie unterstrich das byzantinische reich seinen geistigen führungsanspruch in der region
common_voice_de_19928750.wav,175148,mit seinem bruder prägte er den fotojournalismus
common_voice_de_19928751.wav,127532,kreissitz wurde die stadt brand erbisdorf
common_voice_de_19928744.wav,201260,sie nahm gerne an tanzveranstaltungen teil zu denen sie ihre älteren brüder mitnahmen
common_voice_de_19928756.wav,122924,luftkurort jedoch blieb die stadt auch weiter
common_voice_de_19928765.wav,183596,violine viola sowie cello und kontrabass ein
common_voice_de_19928762.wav,144428,die pferde wurden somit gegessen
common_voice_de_19928771.wav,202028,diese haplogruppe steht in enger verbindung mit südasien
common_voice_de_19928759.wav,154412,max predöhl war sohn eines hamburger kaufmanns
common_voice_de_19928768.wav,224300,sie stellen die vier kontinente asien afrika amerika und europa dar
common_voice_de_19928813.wav,197420,sie verstehen sich als ein dezentrales kommunales stadtmuseum
common_voice_de_19928830.wav,229676,in der umgebung von drammen werden zink nickel und cobalt abgebaut
common_voice_de_19928836.wav,256556,der hafen wird von zahlreichen schiffen des nationalen wie auch internationalen warenverkehrs angelaufen
common_voice_de_19929030.wav,240428,als gesellschaftlich hochstehende kaste waren sie in der vergangenheit sehr einflussreich
common_voice_de_19928843.wav,205868,neun betriebe waren im eigentum von juristischen personen
common_voice_de_19929027.wav,299564,aus dem barrelhouse piano ging der barrelhouse jazz hervor ein vorläufer des chicago jazz
common_voice_de_19929024.wav,136748,versuch über den positivismus
common_voice_de_19929033.wav,192044,außerdem war er aufsichtsratsvorsitzender der gebr
common_voice_de_19929045.wav,278828,in genoa city lebt ein mikrokosmos an charakteren gleich welcher hautfarbe oder herkunft
common_voice_de_19929042.wav,270380,vorstandsvorsitzender ist thomas kaeser enkel des firmengründers carl kaeser senior
common_voice_de_19929036.wav,233516,dies wird sehr wirkungsvoll durch den leitplanken unterfahrschutz erreicht
common_voice_de_19929039.wav,284204,das injektive beziehungsweise das projektive tensorprodukt sind dafür jedoch eine natürliche wahl
common_voice_de_19929048.wav,145196,die maschine besass einen innenrahmen
common_voice_de_19929057.wav,270380,die einzelnen bundesstaaten organisieren ihre medicaid programme sehr unterschiedlich
common_voice_de_19929051.wav,180524,ein weiterer bestseller berührungsängste
common_voice_de_19929054.wav,263468,dieser index gibt in erster linie auskunft über die leistungsfähigkeit des vogels beim fliegen
common_voice_de_19929063.wav,227372,governor craven beschloss die aufteilung der milizen in zwei angriffstruppen
common_voice_de_19929066.wav,171308,dieser standpunkt ist unter tibetern jedoch umstritten
common_voice_de_19929075.wav,159788,oft handelt es sich um zuvor geplante zugaben
common_voice_de_19929078.wav,190508,sie war die alleinerbin des bromo seltzer vermögens
common_voice_de_19929081.wav,278828,markttransparenz wird vor allem durch die börsenkurse und die veröffentlichungen durch emittenten geschaffen
common_voice_de_19929069.wav,169772,er erfährt ständig neue momente seiner sinnlosen existenz
common_voice_de_19929087.wav,139052,die farben waren schwarz blau und rot
common_voice_de_19929093.wav,188972,von einigen vertretern ist vegetative vermehrung bekannt
common_voice_de_19929096.wav,179756,in deutschland ist die schweinepest anzeigepflichtig
common_voice_de_19929104.wav,212780,schutz vor diesen krankheiten gibt nur die individuelle prophylaxe
common_voice_de_19929084.wav,173612,diese datierung wurde durch keramikfunde bestätigt
common_voice_de_19929107.wav,102956,non omnium
common_voice_de_19929110.wav,136748,gruppe stationiert in gütersloh
common_voice_de_19929113.wav,309548,sie wird von der opalinuston formation unterlagert und von der wedelsandstein formation überlagert
common_voice_de_19929125.wav,270380,an der emschertalbahn existiert zudem der haltepunkt dortmund lütgendortmund nord
common_voice_de_19929116.wav,227372,auch die gebiete zwischen den brückenköpfen von köln koblenz und mainz wurden besetzt
common_voice_de_19929119.wav,257324,eine überarbeitete version kam später in pacific strike sowie wings of glory zum einsatz
common_voice_de_19929131.wav,193580,dynastie ebenfalls in unterägypten belegt ist
common_voice_de_19929134.wav,155180,der see hat keinen überirdischen abfluss
common_voice_de_19929128.wav,199724,es dient der klassifikation von nichtlinearen problemen
common_voice_de_19929161.wav,208940,er führte die bittprozessionen an den drei tagen vor christi himmelfahrt ein
common_voice_de_19929170.wav,273452,am versöhnungstag jom kippur lässt er sich zur sünde hinreißen mit ihr zu schlafen
common_voice_de_19929167.wav,233516,die behälter für diese elemente sind aber ebenfalls spezialisierungen derselben klasse
common_voice_de_19929137.wav,301868,die am historischen hellweg gelegene hansestadt duisburg liegt bereits in der niederrheinischen tiefebene
common_voice_de_19929173.wav,170540,das unternehmen ist an der börse shanghai notiert
common_voice_de_19929176.wav,205100,ist dieses paarungsbereit so folgt es zu einem laichplatz
common_voice_de_19929218.wav,216620,bei den wurf und sprungdisziplinen sind die siegerlisten weniger homogen
common_voice_de_19929215.wav,227372,als philatelist war er in seiner zeit tatsächlich sehr bedeutend
common_voice_de_19929221.wav,263468,als stellvertretender gaupropagandaleiter trat er zudem als öffentlicher redner auf
common_voice_de_19929212.wav,193580,abseits von poker spielt er gerne tennis und badminton
common_voice_de_19929224.wav,165932,an vielen stellen befinden sich informationstafeln
common_voice_de_19929248.wav,164396,dieser schloss sich der fraktion der freien vereinigung an
common_voice_de_19929236.wav,260396,kaiser valerian ging schließlich mit einem sehr starken heer zum gegenangriff über
common_voice_de_19929245.wav,198956,humphrey marshall war mitglied einer politisch aktiven familie
common_voice_de_19929251.wav,306476,je nach übertragungsmedium und übertragungsverfahren kann ein symbol durch unterschiedliche physikalische größen ausgedrückt werden
common_voice_de_19929385.wav,169772,diese kann sowohl an der rechten als auch linken hand auftreten
common_voice_de_19929242.wav,226604,rembold erkannte auch die richtige strukturformel und bewies sie durch synthese
common_voice_de_19929388.wav,159020,in eines dieser felder ist auch der aufzug eingebaut
common_voice_de_19929397.wav,181292,der nach dem krieg neu errichtete dachstuhl belastete die außenwände zu sehr
common_voice_de_19929391.wav,123692,der stausee kann mit booten erkundet werden
common_voice_de_19929394.wav,139820,die strafe war aber ein jahr später auf ein jahr reduziert worden
common_voice_de_19929400.wav,190508,die bekannteste coverversion des stückes stammt von der hardrock band nazareth
common_voice_de_19929406.wav,175148,er war auch auf dem ersten album von alan parsons als sänger zu hören
common_voice_de_19929403.wav,137516,die trasse verläuft richtung stuttgart in südöstlicher richtung
common_voice_de_19929412.wav,179756,bereits im mittelalter wurde mit mühlen die wasserkraft des kleinen flusses genutzt
common_voice_de_19929409.wav,157484,aber bekanntlich sind die wege zur hölle mit guten vorsätzen gepflastert
common_voice_de_19929415.wav,137516,erst danach erklärt ihm davies den irrtum
common_voice_de_19929421.wav,176684,damals wurde auch ein gesetz erlassen das den armen staatliche hilfe gewährte
common_voice_de_19929424.wav,217388,man spricht bei netzen in denen eine sendung sämtliche teilnehmer erreicht auch von broadcast netzen
common_voice_de_19929418.wav,120620,douala liegt in der tropischen klimazone
common_voice_de_19929427.wav,129068,am nördlichen ortsrand erhebt sich der waltersberg
common_voice_de_19929430.wav,176684,die universität betreibt auch niederlassungen in southampton und manhattan
common_voice_de_19929433.wav,239660,je nach einrichtung und arbeitsschwerpunkten werden mit zusätzlichen angeboten weitere jugendliche zielgruppen angesprochen
common_voice_de_19929439.wav,252716,mehrere graduiertenkollegs sowie ein internationales promotionsprogramm in der physik fördern die jungen wissenschaftler
common_voice_de_19929436.wav,136748,die ersten schleudersitze wurden mit pressluft angetrieben
common_voice_de_19929442.wav,107564,noch heute leben dort viele nachfahren
common_voice_de_19929456.wav,165932,die formation erstreckt sich vom oberrheingebiet bis nach ostwürttemberg
common_voice_de_19929453.wav,139820,von hier wechselten sie zum broadway tabernacle in seattle
common_voice_de_19929450.wav,123692,erdgas wird heute ebenfalls gefördert
common_voice_de_19929462.wav,199724,es verfügt über eine qualifikation wie sie der mitwirkung im katastrophenschutz entspricht
common_voice_de_19929459.wav,132140,dort vertrat er virginias sechsten wahlbezirk
common_voice_de_19929470.wav,120620,vala ist also nicht an gnome gebunden
common_voice_de_19929479.wav,107564,aktuelle studien dazu fehlen
common_voice_de_19929484.wav,135212,die temperaturen schwanken das jahr über nur geringfügig
common_voice_de_19929473.wav,108332,dazu kam das massive mauerwerk
common_voice_de_19929491.wav,205868,zwangsarbeiter und zivilisten mussten im ständigen feuer der belagerer tags und nachts arbeiten
common_voice_de_19929523.wav,210476,insbesondere die lausitzen waren nicht zu kriegerischen handlungen gegen den kaiser bereit
common_voice_de_19929517.wav,176684,schließlich wurde er abt des zen tempels shinryu an in tokio
common_voice_de_19929526.wav,161324,er war vielseitiger autor von lyrik erzählungen und romanen
common_voice_de_19929514.wav,131372,sitz der verwaltungsgemeinschaft ist schlotheim
common_voice_de_19929547.wav,111404,dort schloss er sich den portland winter hawks an
common_voice_de_19929550.wav,128300,die gemeinde bestand seit je aus mehreren zentren
common_voice_de_19929544.wav,145196,er ging davon aus nur noch die feindliche nachhut vor sich zu haben
common_voice_de_19929562.wav,203564,als erster landrat des kreises wurde christoph sigismund von lüttwitz eingesetzt
common_voice_de_19929553.wav,145964,in dieser zeit begann er mit dem studium der slawischen sprachen
common_voice_de_19929568.wav,212012,auch handelsüblicher zuckersirup für cocktails besteht hauptsächlich aus wasser und invertzucker
common_voice_de_19929565.wav,162092,sie enthalten für die azoren ungewöhnlich viele fossilien
common_voice_de_19929571.wav,159020,er absolvierte wahrscheinlich einen teil seiner studien in regensburg
common_voice_de_19929584.wav,201260,dadurch interessierten sich musiker wie herbert eimert und robert beyer für die neuen möglichkeiten
common_voice_de_19929575.wav,162860,in seinem dritten von insgesamt acht länderspielen schoss er sein einziges tor
common_voice_de_19929581.wav,172844,am rande oberhalb der steilküste verläuft ein wander und radweg
common_voice_de_19929587.wav,228140,ursprünglich bestand eine sichtachse der durchblick zu dem nordwestlich gelegenen schloss blutenburg
common_voice_de_19929590.wav,229676,seminare und workshops führten ihn nach deutschland großbritannien frankreich australien brasilien und argentinien
common_voice_de_19929593.wav,110636,beim verein spielte er jedoch nur ein jahr
common_voice_de_19929613.wav,284972,er ist ehemaliger polizeioffizier und gehört dem clan der mudulood abgal hawiye an
common_voice_de_19929607.wav,255020,auch handelsüblicher zuckersirup für cocktails besteht hauptsächlich aus wasser und invertzucker
common_voice_de_19929622.wav,160556,dort ist er nur im seitlichen anschnitt zu sehen
common_voice_de_19929634.wav,175916,graham galt als ein außergewöhnlicher beobachter
common_voice_de_19929619.wav,160556,von dort gab es eine fähre nach prince edward island
common_voice_de_19929616.wav,241196,saupe forscht an dynamischen systemen computergrafik und experimenteller mathematik
common_voice_de_19929643.wav,229676,nach einem kampf stiehlt er den schatzsuchern die bisher gefundenen reliquien
common_voice_de_19929646.wav,115244,in der stadt gab es eine synagoge
common_voice_de_19929640.wav,224300,vier zuvor schmucklose rundfenster des seitenschiffes wurden erneuert
common_voice_de_19929649.wav,131372,paape und ivo schöffer
common_voice_de_19929670.wav,205868,mancherorts fanden sie an allen drei tagen vor christi himmelfahrt statt
common_voice_de_19929658.wav,154412,kehlmann wurde am friedhof mauer in wien bestattet
common_voice_de_19929664.wav,159020,hier erlitt bob orton sr
